,principio_activo,concentracion,unidad_de_dispensacion,fabricante,unidad_base,canal,precio_por_tableta,factoresprecio,numerofactor,precio_por_tableta_float,log_precio_por_tableta,concentracion_filtrado,concentracion_en_gramos,principio_activo_encoded,unidad_de_dispensacion_encoded,fabricante_encoded,factoresprecio_encoded,canal_encoded,precio_normalizado
9559,naproxeno y esomeprazol,naproxeno 500 mg + esomeprazol 20 mg,Tableta o cápsula de liberación modificada,Novamed,mg,Institucional,"1,565.30",Medio,2,1565.3,7.356471429084617,500 mg + 20 mg,0.52,1290,28,310,2,1,-0.13340120605879394
1916,estrogenos conjugados,"estrogenos conjugados 62,5 mg",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Faes Farma,g,Comercial,"28,449.00",Alto,3,28449.0,10.255903439554476,5 mg,0.005,720,1,143,0,0,1.34286901195488
3185,exemestano,exemestano 25 mg,Tableta o cápsula,Sandoz,mg,Comercial,"2,800.00",Bajo,1,2800.0,7.937731775260109,25 mg,0.025,743,27,388,1,0,-0.06559986776899442
5489,sulfametoxazol y trimetoprim,"sulfametoxazol 4 g + trimetoprim 0,8 g",Solución o suspensión oral,Ecar,ml,Comercial,"5,881.20",Medio,2,5881.2,8.679686120576006,4 g + 8 g,12.0,1601,21,127,2,0,0.10359870964943131
1910,metoprolol,metoprolol 50 mg,Tableta o cápsula,Laproff,mg,Comercial,112.43,Bajo,1,112.43,4.731185906570952,50 mg,0.05,1218,27,246,1,0,-0.21318295900372067
7550,loratadina,loratadina 100 mg,Jarabe,Pentacoop,ml,Institucional,"3,401.00",Medio,2,3401.0,8.132118772955806,100 mg,0.1,1146,10,335,2,1,-0.032597029579823356
9420,belimumab,belimumab 400 mg,Polvo para reconstituir a Solución o suspensión inyectable,Glaxosmithkline,mg,Institucional,"1,006,957.75",Medio,2,1006957.75,13.822445207604483,400 mg,0.4,239,13,181,2,1,55.07592382549571
1133,timolol y brimonidina,"brimonidina 2 mg + maleato de timolol 6,8 mg",Solución o suspensión oftálmica,Allergan,ml,Comercial,"213,375.00",Medio,2,213375.0,12.270811146670411,2 mg + 8 mg,0.01,1675,20,19,2,0,11.497748970308704
11098,electrolitos con carbohidratos rehidratacion oral,electrolitos con carbohidratos rehidratacion oral,Polvo para reconstituir a Solución o suspensión oral,Chalver,g,Institucional,33.40,Bajo,1,33.4,3.5380565643793527,,0.0,667,14,94,1,1,-0.21752274985578418
6861,trimetazidina,trimetazidina 35 mg,Tableta o cápsula de liberación modificada,Les Laboratoires Servier,mg,Institucional,945.84,Medio,2,945.84,6.85313012431819,35 mg,0.035,1724,28,251,2,1,-0.16741774207320972
2518,morfina,morfina 10 mg,Solución o suspensión inyectable,Fondo Nacional De Estupefacientes,ml,Comercial,"5,418.40",Medio,2,5418.4,8.597740387198861,10 mg,0.01,1257,19,161,2,0,0.07818487684752054
8546,acetilcisteina,acetilcisteina 4 g,Jarabe,Tecnofar,ml,Institucional,"11,617.50",Alto,3,11617.5,9.360353934293668,4 g,4.0,46,10,414,0,1,0.41859734642903523
1317,yodopovidona,yodopovidona 10 g,Solución o suspensión tópica,Pentacoop,ml,Comercial,"4,078.09",Medio,2,4078.09,8.313629203305576,10 g,10.0,1806,24,335,2,0,0.004584154629004993
4368,bisoprolol,bisoprolol 10 mg,Tableta o cápsula,Siegfried,mg,Comercial,903.19,Bajo,1,903.19,6.807039515299238,10 mg,0.01,283,27,399,1,0,-0.16975979040726655
121,trazodona,trazodona 150 mg,Tableta o cápsula de liberación modificada,Aziende,mg,Comercial,"9,580.03",Medio,2,9580.03,9.167540380843132,150 mg,0.15,1713,28,46,2,0,0.30671333191108124
9861,aripiprazol,aripiprazol 100 mg,Solución o suspensión oral,Mega Labs,ml,Institucional,"140,000.00",Medio,2,140000.0,11.849404844423074,100 mg,0.1,205,21,276,2,1,7.468492311189857
2449,gemcitabina,gemcitabina 1000 mg,Polvo para reconstituir a Solución o suspensión inyectable,Venus,mg,Comercial,"50,000.00",Medio,2,50000.0,10.819798284210286,1000 mg,1.0,870,13,427,2,0,2.526303564059415
7538,montelukast,montelukast 5 mg,Tableta o cápsula,Winthrop,mg,Institucional,341.71,Medio,2,341.71,5.836884608495686,5 mg,0.005,1255,27,440,2,1,-0.20059245860436434
6463,levomepromazina,levomepromazina 25 mg,Tableta o cápsula,Sanofi Aventis,mg,Institucional,"1,262.58",Alto,3,1262.58,7.141704241009064,25 mg,0.025,1116,27,389,0,1,-0.1500245324758087
2601,diclofenaco,diclofenaco 50 mg,Tableta o cápsula de liberación modificada,Comerfar,mg,Comercial,"1,106.53",Medio,2,1106.53,7.0098875895885335,50 mg,0.05,586,28,108,2,0,-0.15859373863124984
1522,citicolina,citicolina 500 mg,Tableta o cápsula,Incobra,mg,Comercial,"4,815.00",Medio,2,4815.0,8.479698986988657,500 mg,0.5,436,27,213,2,0,0.04505024695842603
7712,clobetasol,"clobetasol 0,05 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,La Sante,g,Institucional,"5,514.29",Medio,2,5514.29,8.615279514167314,05 g,5.0,452,1,237,2,1,0.08345050439154654
2173,fibrinogeno combinaciones,fibrinogeno combinaciones,Polvo para reconstituir a Solución o suspensión inyectable,Baxter,ml,Comercial,"2,592,346.08",Medio,2,2592346.08,14.768074231810907,,0.0,810,13,49,2,0,142.13468342947263
3283,bendamustina,bendamustina 100 mg,Polvo para reconstituir a Solución o suspensión inyectable,Janssen,mg,Comercial,"2,270,015.33",Alto,3,2270015.33,14.63529758326431,100 mg,0.1,242,13,224,0,0,124.43446781276025
4554,dexlansoprazol,dexlansoprazol 60 mg,Tableta o cápsula,Siegfried,mg,Comercial,"4,016.62",Bajo,1,4016.62,8.298444966487306,60 mg,0.06,573,27,399,1,0,0.0012086397147148872
3605,doxiciclina,doxiciclina 40 mg,Tableta o cápsula de liberación modificada,Galderma,mg,Comercial,"3,413.10",Medio,2,3413.1,8.13566919407948,40 mg,0.04,643,28,167,2,0,-0.03193257975937582
10228,quetiapina,quetiapina 25 mg,Tableta o cápsula,Humax,mg,Institucional,138.33,Medio,2,138.33,4.936845220125501,25 mg,0.025,1493,27,207,2,1,-0.21176070690871313
8900,citrato de calcio y vitamina d3,vitamina d3 800 ui + citrato de calcio 315 mg,Tableta o cápsula,Farma,ui,Institucional,866.83,Medio,2,866.83,6.765995842944176,315 mg,0.315,437,27,144,2,1,-0.17175643466110727
5478,hierro,hierro 1 g,Jarabe,Farma,ml,Comercial,"75,045.50",Medio,2,75045.5,11.225863200397853,1 g,1.0,956,10,144,2,0,3.9016323225733647
10764,esomeprazol,esomeprazol 40 mg,Tableta o cápsula,Lafrancol,mg,Institucional,"5,735.00",Alto,3,5735.0,8.654517382279456,40 mg,0.04,707,27,244,0,1,0.09557039859575943
3768,azelastina,azelastina 140 dosis,Solución o suspensión para inhalación,Synthesis,dosis,Comercial,"78,232.45",Medio,2,78232.45,11.267452584435338,,0.0,224,22,413,2,0,4.076637971769668
9657,tadalafilo,tadalafilo 20 mg,Tableta o cápsula,Lafrancol,mg,Institucional,"14,188.00",Alto,3,14188.0,9.560222295507314,20 mg,0.02,1616,27,244,0,1,0.5597517483679108
11274,citicolina,citicolina 500 mg,Solución o suspensión inyectable,Siegfried,ml,Institucional,"8,482.00",Alto,3,8482.0,9.045819439807735,500 mg,0.5,436,19,399,0,1,0.24641698179984078
4038,fosfomicina,fosfomicina 3 g,Polvo para reconstituir a Solución o suspensión oral,Closter Pharma,g,Comercial,"26,300.89",Medio,2,26300.89,10.177396078701696,3 g,3.0,853,14,103,2,0,1.2249094000704535
3502,losartan,losartan 100 mg,Tableta o cápsula,Novamed,mg,Comercial,859.51,Medio,2,859.51,6.757525236734563,100 mg,0.1,1148,27,310,2,0,-0.17215839934587387
1407,pamoato de oxantel,pamoato de oxantel 5 g + pamoato de oxantel 5 g,Solución o suspensión oral,Pentacoop,ml,Comercial,"8,342.11",Medio,2,8342.11,9.029191327520898,5 g + 5 g,10.0,1384,21,335,2,0,0.23873517309055106
4631,sulfametoxazol y trimetoprim,trimetoprim 80 mg + sulfametoxazol 400 mg,Tableta o cápsula,Ecar,mg,Comercial,438.79,Medio,2,438.79,6.086297340254154,80 mg + 400 mg,0.48000000000000004,1601,27,127,2,0,-0.19526148434245963
11654,yodopovidona,"yodopovidona 0,8 g",Solución o suspensión bucal,Tecnofar,ml,Institucional,"2,901.50",Bajo,1,2901.5,7.973327713572046,8 g,8.0,1806,17,414,1,1,-0.06002617712639731
8516,clobetasol,"clobetasol 0,05 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Profma,g,Institucional,"19,964.00",Medio,2,19964.0,9.901736019497323,05 g,5.0,452,1,358,2,1,0.8769304395170823
4935,omeprazol,omeprazol 20 mg,Tableta o cápsula,Mintlab,mg,Comercial,3.75,Bajo,1,3.75,1.55814461804655,20 mg,0.02,1354,27,288,1,0,-0.21915092648192216
6912,simvastatina,simvastatina 20 mg,Tableta o cápsula,Genfar,mg,Institucional,381.50,Bajo,1,381.5,5.94672865326659,20 mg,0.02,1566,27,173,1,1,-0.19840746204604967
2579,valaciclovir,valaciclovir 500 mg,Tableta o cápsula,Genfar,mg,Comercial,"6,912.66",Medio,2,6912.66,8.841254443686642,500 mg,0.5,1747,27,173,2,0,0.16023948748404426
5424,clindamicina,clindamicina 600 mg,Solución o suspensión inyectable,Ryan,ml,Comercial,"1,540.00",Medio,2,1540.0,7.340186835320115,600 mg,0.6,446,19,383,2,0,-0.1347905102288206
3269,isoniazida,isoniazida 300 mg,Tableta o cápsula,Vesalius,mg,Comercial,"4,439.50",Medio,2,4439.5,8.39852226169856,300 mg,0.3,1051,27,429,2,0,0.024430337241231795
11340,carbonato de calcio y vitamina d3,carbonato de calcio 50 mg + vitamina d3 50 ui,Tableta o cápsula,Siegfried,mg,Institucional,79.00,Medio,2,79.0,4.382026634673881,50 mg,0.05,366,27,399,2,1,-0.2150187075572381
1867,clindamicina,clindamicina 600 mg,Solución o suspensión inyectable,Procaps,ml,Comercial,"1,960.00",Medio,2,1960.0,7.581209826196346,600 mg,0.6,446,19,353,2,0,-0.11172696274221187
11766,loratadina,loratadina 10 mg,Tableta o cápsula,Memphis,mg,Institucional,129.82,Medio,2,129.82,4.8738223325330665,10 mg,0.01,1146,27,279,2,1,-0.21222801831135843
5837,lovastatina,lovastatina 20 mg,Tableta o cápsula,American Generics,mg,Comercial,432.80,Medio,2,432.8,6.072583598392774,20 mg,0.02,1152,27,24,2,0,-0.1955904144601853
2521,cascara sagrada combinaciones,cascara sagrada combinaciones,Polvo para reconstituir a Solución o suspensión oral,Labquifar,g,Comercial,"4,453.96",Medio,2,4453.96,8.401773361188956,,0.0,379,14,243,2,0,0.025224382233270753
7439,oxaliplatino,oxaliplatino 100 mg,Polvo para reconstituir a Solución o suspensión inyectable,Blau,mg,Institucional,"94,253.50",Alto,3,94253.5,11.453753849528574,100 mg,0.1,1361,13,77,0,1,4.956405227627604
1820,montelukast,montelukast 10 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,"1,754.35",Medio,2,1754.35,7.470423546215837,10 mg,0.01,1255,27,416,2,0,-0.12301986402940493
6315,acetilcisteina,acetilcisteina 2 g,Jarabe,Zambon,ml,Institucional,"4,235.00",Medio,2,4235.0,8.351374706721296,2 g,2.0,46,10,442,2,1,0.013200586143585403
51,bromuro de ipatropio,bromuro de ipratropio 25 mg,Solución o suspensión para inhalación,Boehringer,ml,Comercial,"21,400.00",Medio,2,21400.0,9.97119292889014,25 mg,0.025,303,22,78,2,0,0.9557858066379635
3888,hidrocodona y acetaminofen,acetaminofen 325 mg + hidrocodona 5 mg,Tableta o cápsula,Legrand,mg,Comercial,"3,242.50",Alto,3,3242.5,8.08440827265311,325 mg + 5 mg,0.33,927,27,249,0,0,-0.04130077309560308
5187,riluzol,riluzol 50 mg,Tableta o cápsula,Sanofi Aventis,mg,Comercial,"10,112.04",Alto,3,10112.04,9.221580959199402,50 mg,0.05,1511,27,389,0,0,0.3359277078595353
7748,acetaminofen,acetaminofen 500 mg,Tableta o cápsula,Laproff,mg,Institucional,47.57,Bajo,1,47.57,3.8830060563576536,500 mg,0.5,12,27,246,1,1,-0.21674462969415265
3577,esomeprazol,esomeprazol 40 mg,Tableta o cápsula,Procaps,mg,Comercial,"6,065.56",Medio,2,6065.56,8.710547001824622,40 mg,0.04,707,27,353,2,0,0.11372250873188655
4565,cefradina,cefradina 500 mg,Tableta o cápsula,Labinco,mg,Comercial,"1,502.35",Medio,2,1502.35,7.315451230241661,500 mg,0.5,390,27,238,2,0,-0.13685799252137018
9776,temozolomida,temozolomida 20 mg,Tableta o cápsula,Sun Pharmaceutical,mg,Institucional,"93,000.00",Alto,3,93000.0,11.440365524765756,20 mg,0.02,1635,27,411,0,1,4.887571521021737
6023,piracetam,piracetam 800 mg,Tableta o cápsula,Incobra,mg,Comercial,"1,068.43",Alto,3,1068.43,6.974881075235046,800 mg,0.8,1428,27,213,0,0,-0.16068593186753508
1858,glucosamina,glucosamina sulfato 1500 mg,Polvo para reconstituir a Solución o suspensión oral,Tecnoquimicas,mg,Comercial,"1,539.58",Medio,2,1539.58,7.339914247879516,1500 mg,1.5,888,14,416,2,0,-0.1348135737763072
11588,electrolitos con carbohidratos,electrolitos con carbohidratos,Solución o suspensión inyectable,Corpaul,ml,Institucional,72.46,Medio,2,72.46,4.296741040391521,,0.0,665,19,110,2,1,-0.21537783993952958
11313,amoxicilina,amoxicilina 250 mg,Polvo para reconstituir a Solución o suspensión oral,Tecnoquimicas,ml,Institucional,"4,949.40",Medio,2,4949.4,8.507223660378747,250 mg,0.25,178,14,416,2,1,0.0524305821541408
4961,drospirenona y etinilestradiol,"drospirenona 3 mg + etinilestradiol 0,03 mg",Tableta o cápsula,Profamilia,mg,Comercial,822.75,Bajo,1,822.75,6.713867085816717,3 mg + 03 mg,0.006,652,27,356,1,0,-0.17417700888303514
7089,lisinopril,lisinopril 5 mg,Tableta o cápsula,Lafrancol,mg,Institucional,"1,164.80",Medio,2,1164.8,7.061162825611449,5 mg,0.005,1142,27,244,2,1,-0.1553939459835244
10790,cefuroxima,cefuroxima 750 mg,Polvo para reconstituir a Solución o suspensión inyectable,Nectar Lifesciences,mg,Institucional,"4,833.33",Medio,2,4833.33,8.483497825379388,750 mg,0.75,396,13,301,2,1,0.046056806066591585
8540,duloxetina,duloxetina 60 mg,Tableta o cápsula,Bussié,mg,Institucional,"2,118.33",Medio,2,2118.33,7.658855279979759,60 mg,0.06,655,27,87,2,1,-0.1030325544718434
11485,lisinopril,lisinopril 20 mg,Tableta o cápsula,Lafrancol,mg,Institucional,"6,194.50",Medio,2,6194.5,8.731578501056548,20 mg,0.02,1142,27,244,2,1,0.1208030178102754
5198,penicilina g procainica,penicilina g procainica 400000 ui,Polvo para reconstituir a Solución o suspensión inyectable,Vitalis,ui,Comercial,"9,752.38",Medio,2,9752.38,9.185369170583554,,0.0,1404,13,436,2,0,0.31617762336183597
10726,erenumab,erenumab 140 mg,Solución o suspensión inyectable,Novartis,ml,Institucional,"947,670.50",Medio,2,947670.5,13.76176320219824,140 mg,0.14,695,19,311,2,1,51.82027071662561
425,etmabutol,etmabutol 400 mg,Tableta o cápsula,Vesalius,mg,Comercial,"5,356.33",Medio,2,5356.33,8.586220995626368,400 mg,0.4,733,27,429,2,0,0.0747764140082496
4284,ampicilina,ampicilina 1 g,Polvo para reconstituir a Solución o suspensión inyectable,Farmalogica,g,Comercial,"1,215.83",Medio,2,1215.83,7.104004395473504,1 g,1.0,184,13,151,2,0,-0.15259172496390144
8903,deflazacort,deflazacort 30 mg,Tableta o cápsula,Faes Farma,mg,Institucional,"3,400.00",Alto,3,3400.0,8.131824785007195,30 mg,0.03,543,27,143,0,1,-0.032651942788124805
6159,clonazepam,"clonazepam 0,5 mg",Tableta o cápsula,Cheplapharm,mg,Comercial,763.67,Alto,3,763.67,6.639444368209612,5 mg,0.005,458,27,95,0,0,-0.17742128122948478
228,insulina aspartato,insulina aspartato 100 ui,Solución o suspensión inyectable,Novo Nordisk,ml,Comercial,"44,276.50",Medio,2,44276.5,10.698231926330788,,0.0,1022,19,312,2,0,2.2120078163460697
7344,quetiapina,quetiapina 25 mg,Tableta o cápsula,Mega Labs,mg,Institucional,131.99,Bajo,1,131.99,4.890273937425072,25 mg,0.025,1493,27,276,1,1,-0.21210885664934429
2741,valaciclovir,valaciclovir 1000 mg,Tableta o cápsula,Genfar,mg,Comercial,"5,611.27",Alto,3,5611.27,8.632710551255352,1000 mg,1.0,1747,27,173,0,0,0.08877598733262113
5137,atorvastatina,atorvastatina 80 mg,Tableta o cápsula,Ecar,mg,Comercial,"3,020.00",Medio,2,3020.0,8.013343181386672,80 mg,0.08,214,27,127,2,0,-0.05351896194267556
10381,linezolid,linezolid 2 mg,Solución o suspensión inyectable,Corpaul,ml,Institucional,"3,119.13",Bajo,1,3119.13,8.045629946602164,2 mg,0.002,1135,19,110,1,1,-0.04807541560375288
11061,clotrimazol,clotrimazol 1 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Lafrancol,g,Institucional,"7,776.00",Alto,3,7776.0,8.958925938694943,1 g,1.0,490,1,244,0,1,0.20764825673901754
6914,tacrolimus,tacrolimus 5 mg,Solución o suspensión inyectable,Astellas,ml,Institucional,"477,047.20",Medio,2,477047.2,13.075372812983481,5 mg,0.005,1614,19,40,2,1,25.976835412210118
2921,eszopiclona,eszopiclona 3 mg,Tableta o cápsula,Siegfried,mg,Comercial,"2,738.56",Medio,2,2738.56,7.915552602545528,3 mg,0.003,721,27,399,2,0,-0.06897373528703547
8023,omega-3-trigliceridos,omega-3-trigliceridos 1200 mg,Tableta o cápsula,Procaps,mg,Institucional,316.80,Medio,2,316.8,5.761422254102616,1200 mg,1.2,1353,27,353,2,1,-0.20196034662315343
10005,carvedilol,"carvedilol 6,25 mg",Tableta o cápsula,Tecnoquimicas,mg,Institucional,194.47,Medio,2,194.47,5.275406914964931,25 mg,0.025,378,27,416,2,1,-0.20867787939466975
3653,golimumab,golimumab 50 mg,Solución o suspensión inyectable,Janssen,ml,Comercial,"1,743,497.00",Bajo,1,1743497.0,14.371403997979318,50 mg,0.05,894,19,224,1,0,95.52165708293899
7630,betametasona,betametasona 4 mg,Solución o suspensión inyectable,Vitalis,ml,Institucional,"1,143.80",Medio,2,1143.8,7.042985228242241,4 mg,0.004,256,19,436,2,1,-0.15654712335785484
5795,triamcinolona,triamcinolona 10 mg,Solución o suspensión inyectable,Bristol Myers Squibb,ml,Comercial,"40,744.58",Medio,2,40744.58,10.61510264652845,10 mg,0.01,1716,19,86,2,0,2.018058757682015
1128,trimebutina,trimebutina 200 mg,Tableta o cápsula,Farma,mg,Comercial,"3,382.10",Alto,3,3382.1,8.126547727906352,200 mg,0.2,1721,27,144,0,0,-0.033634889216720754
7187,eritromicina,eritromicina 500 mg,Tableta o cápsula,Tecnoquimicas,mg,Institucional,776.50,Alto,3,776.5,6.656083644053389,500 mg,0.5,698,27,416,0,1,-0.17671674476697719
2331,rivastigmina,"rivastigmina 4,5 mg + rivastigmina 4,5 mg",Tableta o cápsula,Biotoscana,mg,Comercial,"4,513.24",Medio,2,4513.24,8.414992123886137,5 mg + 5 mg,0.01,1518,27,74,2,0,0.02847963722138066
2208,betametasona y antibioticos,"clotrimazol 1 g + betametasona 0,04 g + sulfato de neomicina 0,5 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Medigen,g,Comercial,"8,200.00",Medio,2,8200.0,9.012011377036412,1 g + 04 g + 5 g,10.0,261,1,274,2,0,0.23093145705883206
7108,ampicilina,ampicilina 500 mg,Tableta o cápsula,Pentacoop,mg,Institucional,208.81,Medio,2,208.81,5.346202359268609,500 mg,0.5,184,27,335,2,1,-0.20789042398762697
10564,eplerenona,eplerenona 50 mg,Tableta o cápsula,Msn Laboratories Private,mg,Institucional,"1,939.83",Bajo,1,1939.83,7.5708709956136,50 mg,0.05,690,27,294,1,1,-0.1128345621536521
9468,labetalol,labetalol 5 mg,Solución o suspensión inyectable,Blaskov,ml,Institucional,"28,793.00",Bajo,1,28793.0,10.2679223110863,5 mg,0.005,1074,19,76,1,1,1.3617591556105786
3153,levonorgestrel,"levonorgestrel 13,5 mg",Implante,Bayer,mg,Comercial,"392,164.00",Medio,2,392164.0,12.87943794857866,5 mg,0.005,1117,8,50,2,0,21.31562656931653
9797,toxina botulinica,toxina botulinica 100 ui,Polvo para reconstituir a Solución o suspensión inyectable,Merz Pharmaceuticals,ui,Institucional,"410,468.18",Medio,2,410468.18,12.925056125884296,,0.0,1700,13,284,2,1,22.320767818443755
9314,nutricion parenteral,nutricion parenteral,Emulsión inyectable,Fresenius,ml,Institucional,"51,028.65",Bajo,1,51028.65,10.840162115323933,,0.0,1339,5,164,1,1,2.582790035778701
8481,propofol,propofol 200 mg,Emulsión inyectable,Troikaa,ml,Institucional,"6,100.00",Bajo,1,6100.0,8.716207971151853,200 mg,0.2,1488,5,422,1,1,0.11561371962578844
11400,clotrimazol,clotrimazol 1 g,Solución o suspensión tópica,Tecnofar,ml,Institucional,"7,736.92",Medio,2,7736.92,8.953888196618232,1 g,1.0,490,24,414,2,1,0.20550224855859692
4990,nitazoxanida,nitazoxanida 500 mg,Tableta o cápsula,Farmaser,mg,Comercial,"3,666.67",Medio,2,3666.67,8.207311862044433,500 mg,0.5,1326,27,153,2,0,-0.018008237530377304
2374,acetaminofen + cafeina + feniñefrina,acetaminofen + cafeina + feniñefrina,Tableta o cápsula,Seres,mg,Comercial,690.07,Medio,2,690.07,6.5382411210971245,,0.0,16,27,395,2,0,-0.18146289336047144
1632,losartan,losartan potasico 100 mg,Tableta o cápsula,Bioquifar,mg,Comercial,603.56,Medio,2,603.56,6.404500920712464,100 mg,0.1,1148,27,66,2,0,-0.18621343501062984
6847,sulfacetamida,sulfacetamida 100 g,Solución o suspensión oftálmica,La Sante,ml,Institucional,"3,450.00",Medio,2,3450.0,8.146419323098003,100 g,100.0,1596,20,237,2,1,-0.02990628237305234
2298,clotrimazol,clotrimazol 1 g,Polvos o granulados,Glenmark,g,Comercial,"18,660.00",Alto,3,18660.0,9.834191063533472,1 g,1.0,490,15,182,0,0,0.8053236158919923
7328,desloratadina,desloratadina 5 mg,Tableta o cápsula,La Sante,mg,Institucional,193.25,Bajo,1,193.25,5.269145989247757,5 mg,0.005,547,27,237,1,1,-0.2087448735087975
4252,indapamida y valsartan,"valsartan 160 mg + indapamida 1,25 mg",Tableta o cápsula,Legrand,mg,Comercial,"2,842.42",Medio,2,2842.42,7.952762832009596,160 mg + 25 mg,0.185,1011,27,249,2,0,-0.06327044947284693
11681,simeticona y carbon activado,carbon activado 250 mg + simeticona 80 mg,Tableta o cápsula,Nevox,mg,Institucional,"1,150.00",Medio,2,1150.0,7.048386408721883,250 mg + 80 mg,0.33,1563,27,303,2,1,-0.15620666146638584
2721,pregabalina,pregabalina 75 mg,Tableta o cápsula,Mk,mg,Comercial,"1,003.60",Medio,2,1003.6,6.912344731315945,75 mg,0.075,1472,27,290,2,0,-0.16424595516171803
9079,dexlansoprazol,dexlansoprazol 30 mg,Tableta o cápsula de liberación modificada,Baxalta,mg,Institucional,"6,037.48",Medio,2,6037.48,8.70590760362913,30 mg,0.03,573,28,48,2,1,0.11218054584278181
5916,peroxido de benzoilo,peroxido de benzoilo 10 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,The Mentholatum,g,Comercial,"19,806.67",Bajo,1,19806.67,9.893824515410165,10 g,10.0,1413,1,418,1,0,0.8682909444550151
